file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.000333555944962427,0.0002735463378485292,0.9673036217689515,0.010485435649752618,0.0006590900477021933,0.007442701328545809,0.0038915872108191253,0.009610454645007848
2,0.9146357893943786,0.0014936732710339128,0.0017897145822644233,0.0011887070490047336,0.0006510049453936518,0.06532953456044197,0.004380756337195635,0.010530818719416857
3,0.9984916925430298,4.784260963788256e-05,0.00022212176700122654,0.00013857720914529638,3.084579475398641e-05,0.000648692698450759,0.0001054125968948938,0.0003148107265587896
4,0.007554198149591684,0.0025557991582900287,0.01372454222291708,0.03747440986335278,0.014211444556713105,0.6113237142562866,0.05264345295727253,0.2605124473571777
5,0.8478563785552978,0.003781282855197787,0.011706232000142336,0.004924219101667404,0.001606003544293344,0.08947065100073814,0.006666152039542794,0.03398909121751785
6,0.0012209015781991183,0.0005206617119256407,0.0009702798561193049,0.0003540922945830971,0.00011243439803365618,0.9953923106193543,0.0003417126717977226,0.0010875999927520753
7,0.0007332885754294694,0.0005819612939376384,0.0018712969031184912,0.6293294727802277,0.00233997309114784,0.07558858096599579,0.005523194558918476,0.2840322285890579
8,0.9343870162963868,0.0010104948072694243,0.006053757155314088,0.002281880797818303,0.0005461424414534121,0.021602093055844308,0.0029002845520153643,0.031218334287405013
9,0.8083006262779235,0.002115714130923152,0.0023893413599580526,0.010614386573433877,0.0010077431099489332,0.09956908226013184,0.018365266174077986,0.05763782933354378
10,0.5203062295913696,0.01300599342212081,0.20673001408576966,0.00781738879159093,0.0022775604855269195,0.07559890821576118,0.019533498771488668,0.1547304004430771
11,0.0117051400244236,0.001922710333019495,0.0014483713312074542,0.0007438441039994359,0.000302388530690223,0.9771648526191712,0.001081457152031362,0.0056312110275030134
12,0.969738495349884,0.0008603086287621408,0.006131617911159992,0.001222624140791595,0.0003223201056243852,0.015918929502367972,0.0010281863273121417,0.004777520056813955
13,0.9961843848228454,0.00016677916137268766,0.00019515751337166875,0.000215252602356486,0.00010551936575211584,0.0025942851789295673,0.0001381515816319734,0.000400447694119066
14,0.9148216962814331,0.0008041476947255432,0.032667317986488344,0.004992668330669403,0.0013374506728723646,0.01775426771491766,0.00330829406157136,0.024314172193408014
15,0.9843461751937866,0.0002849078213330358,0.008757428731769323,0.0004952407325617969,0.0004120963014429435,0.0011874172138050198,0.0005315751885063946,0.0039851737674325705
16,0.9966936230659484,0.00017873415199574084,0.0003334851295221597,0.00024324172700289636,8.892299374565482e-05,0.0011642508790828288,0.00029238616698421536,0.0010053301230072975
17,0.0012552977306768299,0.0007681412738747895,0.012611844763159751,0.18098882287740709,0.0028761562425643206,0.5296635925769806,0.017980880849063397,0.25385525822639465
18,0.9629653692245483,0.0015382811892777682,0.0016731248237192632,0.0020041644806042314,0.0002511354075977579,0.0181869737803936,0.002752170246094465,0.010628778208047151
19,0.9818404674530029,0.0002954702387796715,0.0006208891107235103,0.000584215868730098,0.0002596121747046709,0.013831362314522266,0.0006463450787123293,0.0019216283923014998
20,0.9991780757904053,3.0692436848767104e-05,0.00013886038505006582,5.3635369113180786e-05,2.0380249043228105e-05,0.0002644192863954231,8.110704366117715e-05,0.0002328222879441455
21,0.9842355728149415,0.0008245783625170589,0.000912958721164614,0.0002387288899626583,0.00023638055135961623,0.010563752427697182,0.00035456571786198767,0.0026334556750953197
22,0.0020445253234356643,0.0010221839649602771,0.0051283535547554495,0.21086982935667037,0.0024063077988103034,0.10189635753631592,0.45657198429107665,0.22006048262119293
23,0.004738092934712767,0.0012755319941788912,0.7660444021224976,0.00432666465640068,0.0013532769517041743,0.06797604411840438,0.006555057223886251,0.14773093163967133
24,0.9482448101043701,0.00023037133214529604,0.0016627039294689894,0.0003852112276945263,0.00018510715453885497,0.04694359265267849,0.0003463919274508953,0.002001816383562982
25,0.0023886698065325616,9.523423505015671e-05,0.0034211531281471254,0.0002561340574175119,0.0001059882211848162,0.9921193480491638,0.00020009800500702112,0.001413379330188036
26,0.00021461543801706284,0.00014125204761512579,0.0006372226634994149,0.0019150066189467907,0.00018623430805746465,0.9914527654647827,0.0024565228028222918,0.0029963860288262367
27,0.0007483769673854113,0.0006213304121047258,0.0023383444407954813,0.0005105849588289857,0.0001328124912106432,0.994138216972351,0.000479859986808151,0.001030492305289954
28,0.9484871029853821,0.0011410845792852343,0.0022023204481229188,0.0033557978458702564,0.0020585791557095946,0.0300410445779562,0.002632844913750887,0.01008122656494379
